time,I
0.018000,133.11
0.214000,131.5
0.414000,130.81
0.612000,128.4
0.810000,124.35
1.009000,84.8
1.206000,94
1.406000,87.1
1.607000,59.81
1.803000,62.75
1.999000,60.33
2.200000,103.31
2.396000,104.57
2.595000,100.63
2.790000,90.2
2.990000,84.22
3.186000,76.29
3.386000,92.13
3.580000,101.81
3.777000,108.4
3.978000,113.32
4.176000,119.78
4.372000,123.72
4.569000,112.02
4.768000,102.87
4.970000,104.48
5.165000,108.74
5.364000,117.33
5.561000,120.21
5.764000,126.45
5.957000,128.15
6.156000,128.73
6.354000,128.49
6.551000,126.68
6.749000,124.8
6.946000,124.03
7.148000,128.24
7.340000,128.21
7.538000,127.63
7.737000,126.1
7.937000,124.4
8.133000,125.41
8.331000,126.02
8.528000,126.05
8.724000,125.41
9.119000,125.33
9.318000,127.14
9.517000,126.83
9.712000,129.73
9.919000,131.71
10.107000,136.83
10.308000,144.89
10.505000,142.19
10.703000,136.37
10.899000,142.85
11.097000,162.14
11.299000,161.83
11.494000,162.75
12.089000,163.07
12.284000,162.75
12.485000,161.91
12.679000,162.2
13.274000,163.53
13.471000,149.54
13.669000,140.94
13.867000,140.02
14.066000,141.03
14.263000,142.69
14.462000,143.99
14.658000,144.77
14.857000,145.37
15.054000,145.78
15.252000,146.7
15.449000,145.74
15.646000,146.06
16.044000,145.74
16.440000,145.06
16.638000,146.1
16.832000,145.98
17.030000,146.06
17.425000,145.74
17.820000,145.98
18.022000,145.74
18.416000,145.98
18.618000,145.74
18.812000,146.1
19.403000,146.7
19.605000,145.06
19.999000,144.82
20.198000,145.65
20.394000,145.78
20.593000,145.46
20.789000,145.78
21.389000,145.46
22.175000,145.78
22.369000,145.46
23.361000,145.78
23.559000,145.46
23.758000,145.69
23.954000,145.46
24.151000,145.69
24.349000,145.46
24.943000,145.69
25.139000,145.46
25.338000,145.14
25.535000,145.46
26.524000,145.78
27.116000,145.46
27.322000,145.37
27.512000,145.46
28.306000,145.69
28.700000,145.37
28.899000,145.69
29.099000,145.46
29.687000,145.37
29.887000,144.77
30.083000,145.37
30.479000,146.09
30.688000,145.69
30.874000,145.37
31.271000,145.46
31.471000,145.69
31.868000,145.46
32.062000,145.78
32.266000,145.46
32.858000,145.78
33.054000,145.46
34.043000,145.37
34.437000,144.77
34.635000,144.45
34.833000,145.17
35.229000,144.45
35.429000,146.09
35.625000,145.77
36.021000,145.17
36.416000,144.45
36.616000,145.17
36.818000,145.09
37.013000,144.85
37.207000,145.09
37.601000,144.85
37.803000,145.09
38.596000,144.85
38.796000,145.09
39.185000,144.77
39.382000,145.09
39.582000,144.77
39.978000,145.49
40.771000,144.89
40.965000,144.57
41.160000,145.17
41.560000,144.57
42.151000,144.89
42.350000,145.49
43.733000,144.57
45.515000,144.89
45.713000,145.49
45.912000,144.57
46.505000,144.89
46.898000,144.57
47.095000,144.89
47.294000,144.57
47.888000,144.33
48.086000,144.89
48.291000,144.57
48.484000,144.25
48.878000,144.57
49.079000,144.97
50.065000,144.65
50.265000,144.05
50.461000,144.97
51.055000,144.05
51.255000,144.65
51.451000,144.05
52.042000,143.73
53.230000,144.69
53.625000,144.45
53.826000,144.69
54.022000,144.45
54.614000,144.69
54.813000,144.36
55.012000,144.45
55.213000,144.36
55.999000,143.77
56.194000,144.04
56.403000,144.36
56.592000,143.44
