time,I
513.122,152.86
513.317,152.54
513.508,152.31
513.703,153.23
513.892,152.95
514.086,152.63
514.47,152.86
514.855,152.54
515.047,152.31
515.242,152.54
515.433,152.31
515.626,152.54
515.82,153.46
516.01,152.54
516.205,152.63
516.593,152.31
516.783,152.54
517.558,152.31
517.75,152.54
518.138,152.63
518.332,152.54
518.913,152.86
519.102,152.54
520.071,152.63
520.262,152.54
521.035,152.86
521.229,152.54
521.421,152.63
521.614,152.54
522.776,152.31
522.967,152.54
523.742,152.31
523.932,152.54
525.481,152.86
525.672,152.54
525.865,152.86
526.059,152.63
526.446,152.86
526.636,152.54
527.413,152.86
527.603,152.54
527.99,152.63
528.183,152.86
528.374,152.54
528.569,152.86
529.151,152.54
529.535,152.86
529.728,152.63
529.919,152.86
530.116,152.54
530.502,152.63
530.695,152.54
531.274,152.86
531.471,152.54
531.661,152.86
533.013,152.54
533.204,152.86
533.784,152.54
533.98,152.63
534.175,152.86
535.332,152.54
535.721,152.86
536.299,152.54
537.652,152.86
538.04,152.54
538.232,152.86
538.422,152.54
538.614,152.86
539.001,152.54
539.193,152.86
539.583,152.54
539.773,152.86
540.354,152.54
540.545,152.86
540.741,152.54
540.929,152.86
541.9,152.54
542.095,152.86
542.674,152.54
542.869,152.86
543.446,152.54
543.836,152.86
544.027,152.31
544.223,152.86
544.994,152.54
545.77,152.86
546.154,152.54
546.735,152.86
546.927,152.54
547.507,152.86
548.088,152.54
548.47,152.86
548.86,152.54
549.247,152.86
549.44,152.54
550.02,152.86
550.211,152.54
553.504,152.14
553.695,152.54
553.888,152.86
554.079,152.54
555.435,152.86
555.627,152.63
555.82,152.54
556.594,152.86
556.784,152.54
557.174,152.86
557.56,152.54
560.662,152.86
560.85,152.54
562.789,152.86
562.984,152.54
567.238,152.22
567.432,152.54
570.337,152.86
570.721,152.54
574.979,152.22
575.171,152.54
577.297,152.86
577.491,152.54
577.875,152.86
578.068,152.54
581.935,152.22
582.131,152.54
589.095,152.86
589.29,152.54
592.582,152.22
592.773,152.54
593.155,152.22
593.35,152.54
593.739,152.22
594.126,152.54
594.704,152.22
595.282,152.54
595.476,152.22
595.861,152.54
596.057,152.22
596.249,152.54
596.443,152.22
596.633,152.54
597.021,152.22
597.213,152.54
597.405,152.22
597.794,152.54
598.185,152.22
